index,date,year,month,day,text,multi_labels,hier_label
38120,2021-01-31 13:54:55,2021,1,31,"Испания выдает России бизнесмена Андрея Кушуля, обвиняемого в уклонении от уплаты налогов на почти 3 млрд руб.

В сопровождении сотрудников ФСИН и российского Интерпола предприниматель будет доставлен в Москву, сообщает Генпрокуратура.","['Происшествия', 'Экономика', 'Международные отношения']","['Происшествия', 'Преступность']"
103732,2022-09-27 00:06:07,2022,9,27,"Минцифры России опубликовало список специальностей, подходящих под критерии освобождения от частичной мобилизации для специалистов IT и связи","['Политика', 'Общество', 'Технологии']","['Политика', 'Мобилизация']"
157337,2024-09-03 17:29:33,2024,9,3,"Главы минюста, минстратегпрома, министерства охраны окружающей среды и фонда госимущества Украины подали заявления об отставке. Причины не уточняются.","['Политика', 'Региональные новости']","['Политика', 'Кадровые перестановки']"
60153,2021-08-15 00:47:54,2021,8,15,"Британия намерена эвакуировать посла из Афганистана и завершить дипломатическое присутствие в республике, сообщает Times","['Международные отношения', 'Политика']","['Международные отношения', 'Дипломатия']"
80889,2022-02-19 07:01:16,2022,2,19,"Гурбангулы Бердымухамедова наградили знаком ""Искусный дипломат Туркменистана"".

Президента отметили за вклад в укрепление независимости и нейтралитета страны, миролюбивую внешнюю политику, защиту государственных интересов, а также в честь Дня дипломатических работников Туркмении (отмечается 18 февраля).

Еще он написал первую в этом году книгу – ""Сияющие шаги благополучия"". Это сборник его выступлений, где ""обобщены различные вопросы развития страны, размышления о внешней политике, экономике, культуре, науке и других областях"".","['Политика', 'Международные отношения', 'Культура']","['Политика', 'Государственные награды']"
56756,2021-07-13 13:21:10,2021,7,13,Петербург,['Региональные новости'],"['Региональные новости', 'Общее']"
80405,2022-02-16 16:28:52,2022,2,16,"Госдума приняла закон об индексации пенсий на 8,6% военным пенсионерам (с 1 января 2022 года)","['Политика', 'Экономика', 'Общество']","['Политика', 'Законодательство']"
10767,2020-04-25 12:50:19,2020,4,25,"В депздраве разъяснили: госпитализации подлежат по решению врача пациенты с тяжелым течением коронавируса.

Большинство пациентов проходят лечение на дому. Бессимптомным (таких 60% зараженных) показана строгая изоляция, она возможна в домашних условиях.","['Общество', 'Региональные новости']","['Общество', 'Эпидемия']"
158975,2024-09-20 21:57:31,2024,9,20,"Суд в Москве арестовал 30 фигурантов по делу о стрельбе возле офиса Wildberries, передает корреспондент РИА Новости","['Происшествия', 'Общество', 'Региональные новости']","['Происшествия', 'Преступность']"
154997,2024-08-07 20:35:31,2024,8,7,"❗️В Курской области введен режим чрезвычайной  ситуации, сообщил врио губернатора.

Он отметил, что ","['Происшествия', 'Региональные новости', 'Политика']","['Происшествия', 'Чрезвычайные ситуации']"
35912,2021-01-08 12:07:40,2021,1,8,"Привившийся вакциной Pfizer врач во Флориде  от кровоизлияния в мозг через несколько недель, сообщили американские СМИ со ссылкой на департамент здравоохранения штата и родственников. 
 
Власти Флориды проводят расследование, компания Pfizer также изучает этот случай, но не считает, что смерть связана с вакциной.","['Общество', 'Технологии', 'Региональные новости']","['Общество', 'Здравоохранение']"
87042,2022-03-18 15:58:59,2022,3,18,❗️Путин до конца года  без разрешения Банка России российским компаниям и россиянам ,"['Политика', 'Экономика']","['Политика', 'Экономическая политика']"
82434,2022-02-24 16:22:33,2022,2,24,"❗️Минобороны России: в настоящее время в районе боевых действий в основном вооруженные .

При этом украинские военные от боестолкновений стараются уклоняться и договариваются о коридорах для выхода без вооружения из зоны операции, заявили в ведомстве.","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
86563,2022-03-15 19:27:43,2022,3,15,"❗️Народная милиция ДНР сообщила о 53-й бригады украинских войск на мариупольском направлении, понесшей крупные потери","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
69176,2021-11-08 21:16:41,2021,11,8,"Пользователи Twitter из разных стран, в том числе из РФ, жалуются на сбои, свидетельствуют данные Downdetector","['Технологии', 'Общество', 'Международные отношения']","['Технологии', 'Интернет']"
127595,2023-09-09 13:52:01,2023,9,9,"Путин в поздравлении москвичей с Днем города: Россия, несмотря на множество вызовов, идет вперед и осуществляет все свои планы, никакие программы не сокращены","['Политика', 'Общество', 'Региональные новости']","['Политика', 'Внутренняя политика']"
90008,2022-04-13 00:20:36,2022,4,13,"❗️Более тысячи украинских морпехов сдались в плен в Мариуполе, сообщил Кадыров","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
106367,2022-10-25 14:53:52,2022,10,25,Закат затмения. Кадры РИА Новости из Новосибирска.,"['Общество', 'Региональные новости']","['Общество', 'Природа']"
134252,2023-12-10 19:10:37,2023,12,10,Инаугурация президента Аргентины,"['Политика', 'Международные отношения']","['Политика', 'Выборы']"
145994,2024-04-23 00:46:25,2024,4,23,"Над Белгородом и Белгородским районом сработала система ПВО – сбито несколько воздушных целей на подлете к городу, сообщил губернатор.

По предварительной информации, пострадавших нет.","['Происшествия', 'Региональные новости', 'Политика']","['Происшествия', 'Обстрелы']"
60292,2021-08-16 10:37:55,2021,8,16,"Российский  поднялся с 6-го на 3-е место в чемпионской гонке АТР. Это случилось после победы на ""Мастерсе"" в Торонто – Медведев стал первым российским победителем этого турнира за 21 год. Последний раз его выигрывал Марат Сафин в 2000 году. 

Впереди у россиянина Открытый чемпионат США (стартует 30-го августа). А уже сегодня Медведев выйдет на корт в Цинциннати. Именно здесь он выиграл свой первый в карьере ""Мастерс"" два года назад.","['Спорт', 'Международные отношения']","['Спорт', 'Теннис']"
136041,2024-01-06 01:44:04,2024,1,6,"❗️ ПВО около 0.30 мск перехватила и уничтожила над Крымским полуостровом , заявили в Минобороны РФ","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
152644,2024-07-10 14:09:06,2024,7,10,"В среду отмечается Всемирный день любви к капибарам. Грызунов из московского зоопарка по случаю праздника накормили мороженым (правда, неделю назад  им же, но без повода, а потому что жарко).","['Общество', 'Региональные новости']","['Общество', 'Праздники']"
36521,2021-01-15 01:55:55,2021,1,15,"🔸 прямые выплаты американцам по $1,4 тыс 

🔸 дополнительно $160 млрд на вакцинацию от коронавируса 

🔸  $50 млрд на расширение тестирования на COVID

🔸 $130 млрд на открытие школ после пандемии

🔸 полную компенсацию зарплаты на больничном подавляющему числу работников (максимум $1,4 тыс в неделю)

🔸 $175 млрд кредитования малому бизнесу","['Экономика', 'Политика', 'Общество']","['Экономика', 'Государственная поддержка']"
71450,2021-11-30 18:04:17,2021,11,30,"Роспотребнадзор: меры профилактики при штамме ""омикрон"" остаются прежними - вакцинация, ревакцинация, сокращение контактов и маски","['Общество', 'Политика']","['Общество', 'Эпидемия']"
30679,2020-11-15 16:05:54,2020,11,15,"Силовики начали вытеснять сторонников оппозиции с ""площади перемен"" в Минске, есть задержанные, передает корреспондент РИА Новости","['Общество', 'Региональные новости', 'Происшествия']","['Общество', 'Протесты']"
83163,2022-02-27 03:14:33,2022,2,27,"Украинские СМИ публикуют видео пожара в Василькове под Киевом. Мэр города сообщила, что горит нефтебаза.","['Происшествия', 'Региональные новости']","['Происшествия', 'Пожары']"
87901,2022-03-25 10:02:08,2022,3,25,"США ошибаются, думая, что у них нет конкурентов, однополярному миру пришёл конец, американцы больше не являются хозяевами планеты, заявил Медведев в интервью РИА Новости","['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
121419,2023-06-09 16:13:15,2023,6,9,"Беспилотник упал сегодня в Курске в районе нефтебазы, повреждений и разрушений нет, рассказал губернатор","['Происшествия', 'Региональные новости']","['Происшествия', 'Инциденты']"
150958,2024-06-20 13:11:19,2024,6,20,"❗️На белорусско-украинской границе фиксируется увеличение группировки украинских военных, в том числе сил спецподразделений ГУР, сообщил госпогранкомитет Белоруссии.

Ведомство предупредило, что все провокации на границе будут незамедлительно пресекаться.","['Политика', 'Международные отношения', 'Региональные новости']","['Политика', 'Военная политика']"
6569,2020-04-02 09:30:13,2020,4,2,"Следком проверяет больницу в Эжве, где выявлены 53 случая заражения коронавирусом из 54 в Коми - СУСК","['Общество', 'Происшествия', 'Региональные новости']","['Общество', 'Эпидемия']"
26581,2020-10-09 16:29:23,2020,10,9,"Алиев заявил, что Ереван должен выполнить резолюции СБ ООН по Карабаху, а Баку не смирится с оккупацией","['Политика', 'Международные отношения', 'Региональные новости']","['Политика', 'Внешняя политика']"
127577,2023-09-09 09:39:36,2023,9,9,"Число погибших в результате землетрясения в Марокко возросло до 632, еще 329 человек пострадали, сообщает ТВ","['Происшествия', 'Международные отношения']","['Происшествия', 'Стихийные бедствия']"
99935,2022-08-08 01:48:21,2022,8,8,"Генпрокуратура России установила, что участники нацбатальона ""Азов"" (террористическая организация, запрещена в РФ) используют запрещенные средства и методы ведения войны, , заявил глава ведомства Игорь Краснов.","['Политика', 'Происшествия', 'Общество']","['Политика', 'Правосудие']"
23573,2020-09-09 09:01:45,2020,9,9,"Следователи пришли в офисы ""Открытой России"" с обысками по делу ЮКОСа, заявил РИА Новости адвокат организации Бадамшин","['Политика', 'Общество', 'Происшествия']","['Политика', 'Правосудие']"
473,2020-01-16 14:09:50,2020,1,16,"Полпред президента в ГД Минх считает, что предложенный Путиным  соответствует всем требованиям к кандидату на пост премьера.

Он попросил депутатов поддержать президента и дать согласие на назначение Мишустина председателем кабмина.",['Политика'],"['Политика', 'Кадровые перестановки']"
19242,2020-07-12 13:24:10,2020,7,12,"Путин о резкой критике в свой адрес: считаю своей обязанностью прислушаться к тому, что предлагается, но критика ради критики - неинтересно",['Политика'],"['Политика', 'Внутренняя политика']"
156872,2024-08-29 06:01:40,2024,8,29,": корреспондент РИА Новости несколько дней наблюдал за работой снайперов спецназа, которые уничтожают ВСУ в Курской области","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
14819,2020-05-26 06:49:46,2020,5,26,"МО РФ  сообщило, что при выполнении учебно-тренировочного полета в районе аэродрома ""Угольные копи"" на Чукотке совершил жесткую посадку Ми-8 ВКС","['Происшествия', 'Политика', 'Региональные новости']","['Происшествия', 'Авиационные']"
16006,2020-06-03 09:37:51,2020,6,3,За расследованием ЧП в Норильске следит лично Бастрыкин,"['Происшествия', 'Политика', 'Региональные новости']","['Происшествия', 'Расследования']"
60934,2021-08-23 02:56:45,2021,8,23,"В Евросоюзе нет консенсуса по приему беженцев из Афганистана, заявил премьер Словении, председательствующей в Совете ЕС.

Он сказал, что ЕС не будет открывать гуманитарный коридор для эвакуации афганцев и не обязан помогать всем, кто покидает свою страну вместо того, чтобы бороться за нее.

В ответ глава Европарламента сказал, что решать, как ЕС будет действовать в ситуации с Афганистаном, должна не одна лишь Словения.","['Международные отношения', 'Политика', 'Общество']","['Международные отношения', 'Миграция']"
48315,2021-04-30 10:58:57,2021,4,30,"ФНС напоминает, что  налоговой декларации о доходах за 2020, с которых нужно самостоятельно заплатить НДФЛ.

Отчитаться о доходах необходимо в частности тем, кто сдавал имущество в аренду, получил дорогие подарки не от близких родственников, выиграл небольшую сумму в лотерею или продал квартиру, которая была в собственности менее 5 лет.

Подать декларацию можно в личном кабинете на сайте ФНС. Исчисленный в декларации налог надо уплатить к 15 июля.","['Экономика', 'Общество']","['Экономика', 'Налоги']"
50576,2021-05-24 16:22:19,2021,5,24,"В центре Риги установлены флаги стран-участниц чемпионата мира по хоккею, от проведения которого ранее была отстранена Белоруссия. Государственный флаг Белоруссии заменен на популярный у оппозиции бело-красно-белый.","['Политика', 'Спорт', 'Региональные новости']","['Политика', 'Символика']"
66163,2021-10-11 11:17:07,2021,10,11,"вводит обязательную вакцинацию в сфере услуг, образовании и здравоохранении и останавливает все культурно-развлекательные мероприятия, рестораны, музеи, кино и стадионы переводятся на ","['Общество', 'Политика', 'Экономика']","['Общество', 'Эпидемия']"
67042,2021-10-19 09:31:55,2021,10,19,В Мурманске тоже первый снег,"['Общество', 'Региональные новости']","['Общество', 'Погода']"
161639,2024-10-21 03:02:47,2024,10,21,"Херсонская область после окончания СВО предъявит Украине весь нанесенный киевским режимом ущерб, сообщил РИА Новости Сальдо

","['Политика', 'Экономика', 'Региональные новости']","['Политика', 'Конфликты']"
168538,2024-12-28 15:34:22,2024,12,28,"⚡️Путин созвонился с Алиевым, лидеры обсудили крушение пассажирского самолета AZAL, сообщил Кремль.

Президент России , выразил глубокие и искренние соболезнования семьям погибших.","['Политика', 'Международные отношения', 'Происшествия']","['Политика', 'Дипломатия']"
94693,2022-06-01 12:18:30,2022,6,1,"В Херсоне восстанавливается мирная жизнь - главный городской кинотеатр возобновил работу в День защиты детей с бесплатных сеансов, передает корреспондент РИА Новости. Рассказывает мэр.","['Региональные новости', 'Общество', 'Культура']","['Региональные новости', 'Восстановление']"
75218,2022-01-06 07:10:09,2022,1,6,⚡️ Перестрелка на площади в Алма-Ате - Sputnik Казахстан,"['Происшествия', 'Региональные новости']","['Происшествия', 'Нападения']"
75435,2022-01-07 07:21:41,2022,1,7,"Коронавирус на утро  (данные университета Хопкинса)

Скончалисьчеловек / заразились1. 🇺🇸 США 833 987 / 58 487 665
2. 🇧🇷 Бразилия 619 654 / 22 328 252
3. Индия 482 876 / 35 109 286
4. Россия 307 488 / 10 420 863
5. 🇲🇽 Мексика 299 970 / 4 055 095
6. 🇵🇪 Перу 202 904 / 2 318 543
7. 🇬🇧 Британия 149 993 / 14 100 303
8. 🇮🇩 Индонезия 144 116 / 4 264 669
9. 🇮🇹 Италия 138 474 / 6 975 465
10. 🇮🇷 Иран 131 802 / 6 203 046","['Общество', 'Международные отношения']","['Общество', 'Эпидемия']"
15723,2020-06-01 15:10:56,2020,6,1,"Первоначальная задача по оснащению российского здравоохранения аппаратами ИВЛ выполнена, заявил РИА Новости глава Минпромторга","['Общество', 'Политика', 'Экономика']","['Общество', 'Здравоохранение']"
56444,2021-07-11 06:54:50,2021,7,11,"Коронавирус на утро (данные университета Хопкинса)

Скончались  человек / заразились 1. 🇺🇸 США 607 135 / 33 847 474 
2. 🇧🇷 Бразилия 532 893 / 19 069 003
3. Индия 407 145 / 30 795 716
4. 🇲🇽 Мексика 234 907 / 2 586 721
5. 🇵🇪 Перу 194 084 / 2 076 530 
6. Россия 139 896 / 5 688 807
7. 🇬🇧 Британия 128 665 / 5 107 780
8. 🇮🇹 Италия 127 768 / 4 269 885 
9. 🇨🇴 Колумбия 111 731 / 4 471 622
10. 🇫🇷 Франция 111 511 / 5 870 463","['Общество', 'Международные отношения']","['Общество', 'Эпидемия']"
22964,2020-08-28 09:58:39,2020,8,28," в связи с высылкой российского дипломата из Осло, передает корреспондент РИА Новости","['Международные отношения', 'Политика']","['Международные отношения', 'Дипломатия']"
93486,2022-05-18 16:10:12,2022,5,18,"Серебряная медалистка Олимпиады-2018 российская фигуристка Наталья Забияко возобновляет карьеру и будет выступать за Канаду, рассказал источник РИА Новости","['Спорт', 'Международные отношения']","['Спорт', 'Фигурное катание']"
139057,2024-02-17 17:02:02,2024,2,17,"Саммит по урегулированию на Украине, скорее всего, отложат из-за безучастности мировых лидеров, передает агентство Блумберг со ссылкой на источники","['Политика', 'Международные отношения']","['Политика', 'Переговоры']"
78862,2022-02-02 22:54:37,2022,2,2,"Канцлер ФРГ Шольц заявил, что в ближайшее время встретится с Путиным в Москве: ","['Политика', 'Международные отношения']","['Политика', 'Дипломатия']"
71115,2021-11-27 11:24:43,2021,11,27,"Взрыв газа произошел в пятиэтажном жилом доме в Николаевской области Украины, разрушены два этажа, информация о жертвах уточняется, сообщили спасатели. Фото Госслужбы по ЧС.","['Происшествия', 'Региональные новости']","['Происшествия', 'Взрывы']"
38757,2021-02-04 20:52:14,2021,2,4,"В Воронеже мужчина упал с высоты на коляску с 5-месячным младенцем, оба погибли, ребенка не смогли спасти в скорой помощи, сообщили РИА Новости в экстренных службах","['Происшествия', 'Региональные новости']","['Происшествия', 'Несчастные случаи']"
20686,2020-08-06 15:04:28,2020,8,6,Российские соотечественники начали сбор помощи для пострадавших в Бейруте. В первую очередь это лекарства и перевязочные материалы.,"['Общество', 'Международные отношения']","['Общество', 'Благотворительность']"
37899,2021-01-29 06:57:16,2021,1,29,"Коронавирус на утро  (данные университета Хопкинса)

Скончались  человек / заразились 1. 🇺🇸 США 432 971 / 25 756 796
2. 🇧🇷 Бразилия 221 547 / 9 058 687
3. Индия 153 847 / 10 701 193
4. 🇲🇽 Мексика 153 639 / 1 806 849
5. Британия 103 324 / 3 752 548
6. 🇮🇹 Италия 87 381 / 2 515 507
7. 🇫🇷 Франция 74 601 / 3 166 145
8. Россия 70 533 / 3 752 548
9. 🇮🇷 Иран 57 806 / 1 398 841
10 🇪🇸 Испания 57 736 / 2 705 001","['Общество', 'Международные отношения']","['Общество', 'Эпидемия']"
160267,2024-10-03 17:07:56,2024,10,3,"❗️Кровля здания загорелась на площади порядка 400 квадратных метров в колонии в Екатеринбурге, информация о пострадавших уточняется, сообщили РИА Новости в экстренных службах","['Происшествия', 'Региональные новости']","['Происшествия', 'Пожары']"
24880,2020-09-24 18:14:13,2020,9,24,"Отказавшийся вчера гарантировать мирную передачу власти Трамп заявил теперь на волне поднявшегося скандала, что согласится уйти, если верховный суд признает победу Байдена","['Политика', 'Международные отношения']","['Политика', 'Выборы']"
68627,2021-11-02 04:02:01,2021,11,2,"Почти во всей России на этой неделе будет теплее нормы, сообщил РИА Новости Вильфанд","['Общество', 'Региональные новости']","['Общество', 'Погода']"
121967,2023-06-16 20:11:12,2023,6,16,"Фонд оплаты труда педагогов вузов в новых регионах увеличен на 20%, а зарплата составит от 55 до 80 тыс рублей, заявил РИА Новости вице-премьер Чернышенко в кулуарах ПМЭФ","['Экономика', 'Общество', 'Политика', 'Региональные новости']","['Экономика', 'Зарплаты']"
7024,2020-04-04 17:26:56,2020,4,4,Двух человек не удаётся найти после взрыва газа в пятиэтажке в Орехово-Зуево – власти,"['Происшествия', 'Региональные новости']","['Происшествия', 'Взрывы']"
114511,2023-02-21 12:06:11,2023,2,21,Путин начинает свое выступление,['Политика'],"['Политика', 'Президент']"
104986,2022-10-10 15:39:29,2022,10,10,Специальная военная операция. Обстановка на 10 октября и точки ударов по украинской инфраструктуре.,"['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
163279,2024-11-07 20:23:17,2024,11,7,"❗️Страны НАТО вынудили Россию и добились, чего хотели, с началом конфликта на Украине, заявил Путин","['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
38325,2021-02-02 11:41:52,2021,2,2,"Глава МИД Швеции Анн Линде перед переговорами в Москве с российским коллегой Сергеем Лавровым рассказала ему, как однажды пролила на Алексея Навального кофе, сообщила в своём Facebook официальный представитель МИД Мария Захарова.

, - сказала Линде. Лавров в ответ назвал шведского министра ""опасной женщиной"".","['Политика', 'Международные отношения', 'Общество']","['Политика', 'Дипломатия']"
79446,2022-02-08 17:40:41,2022,2,8,"Сборная России опустилась на 7-е место в общекомандном зачете на Олимпийских играх в Пекине.

Во вторник российские олимпийцы завоевали три бронзы:  в сноуборде,  в лыжном спринте и  в санном спорте.

Всего у россиян в активе 10 наград: 2 золотых, 3 серебряных и 5 бронзовых. По общему числу медалей наша команда занимает первое место.","['Спорт', 'Международные отношения']","['Спорт', 'Олимпийские игры']"
134421,2023-12-13 05:01:02,2023,12,13,"Танкисты Западного военного округа уничтожили опорные пункты и огневые точки ВСУ на купянском направлении, сообщили в Минобороны РФ","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
41890,2021-03-04 15:47:52,2021,3,4,"Путину предложили провести ""прямую линию"" в этом году пораньше. Он сказал, что подумает.",['Политика'],"['Политика', 'Президент']"
95467,2022-06-10 11:47:39,2022,6,10,Госпитализированы за сутки 1 419. Зараженных +3 678. Скончались +70. Выздоровели +4 332.,['Общество'],"['Общество', 'Эпидемия']"
15229,2020-05-28 12:06:07,2020,5,28,Мишустин запретил руководствам аэропортов брать себе премии из выделенных на поддержку средств,"['Политика', 'Экономика']","['Политика', 'Экономическая политика']"
80088,2022-02-14 15:27:41,2022,2,14,"Кадыров обратился к Зеленскому (с призывом выполнить Минские соглашения во избежание ""необратимых последствий"") и к украинцам. Назвал это ""личным мнением"".

""Дорогие мои! Я люблю Украину и её добрый народ.  Из того курса Истории СССР, что мне довелось прослушать в школе, я знаю, что колыбель русской государственности и православия - Киевская Русь. Русские и украинцы - один славянский народ, с общей историей, культурой и религией""

""Я никогда не поверю в то, что украинцы считают себя частью так называемого 'западного мира' со всеми его вырожденческими 'ценностями' и русофобской истерией""

""Да, именно так, несмотря на то, что нынешний антинародный режим и его пропаганда делают все, для того, чтобы вытравить это чувство общности. Где-то в глубине души у меня теплится надежда на то, что эту историческую справедливость восстановит сам украинский народ без чьей-либо помощи извне. Не может быть, чтобы духовно-исторические наследники великого гетмана Богдана Хмельницкого и гениального писателя Николая Гоголя не хотели бы вечного мира с братской Россией!""","['Политика', 'Международные отношения', 'Общество']","['Политика', 'Внешняя политика']"
131580,2023-11-02 16:34:25,2023,11,2,"В секторе Газа 14 из 36 больниц больше не работают, заявили в ВОЗ","['Общество', 'Международные отношения', 'Происшествия']","['Общество', 'Здравоохранение']"
20697,2020-08-06 16:49:16,2020,8,6,"⚡️Трое фигурантов дела ""Нового величия"" получили реальные сроки, остальные четверо - условные","['Общество', 'Политика']","['Общество', 'Правосудие']"
98155,2022-07-13 11:48:26,2022,7,13,"Минобороны России: в  ударом по территории судостроительного завода уничтожены свыше 350 украинских военных и техника из резерва оперативно-тактической группы ""Каховка"", ударом по пункту дислокации артиллерийского дивизиона уничтожены до 70 солдат и техника","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
4543,2020-03-22 10:47:53,2020,3,22,"ВКС России подготовили необходимую авиагруппировку для доставки сил и средств, выделенных для оказания помощи Италии в борьбе с коронавирусом - МО РФ","['Политика', 'Международные отношения', 'Общество']","['Политика', 'Внешняя политика']"
92165,2022-05-04 13:52:36,2022,5,4,"Арбитражный суд Москвы со второй попытки арестовал активы ""дочки"" Google на 500 млн рублей в деле по иску НТВ","['Экономика', 'Общество', 'Технологии', 'Региональные новости']","['Экономика', 'Судебные иски']"
52438,2021-06-10 03:26:45,2021,6,10,"Последствия паводка на Чукотке из-за разлива рек Майн и Анадырь, затопило села Ваеги и Марково.

Фото и видео администрации региона.","['Происшествия', 'Региональные новости']","['Происшествия', 'Стихийные бедствия']"
18543,2020-06-30 23:39:38,2020,6,30,"Пожар в здании Дома культуры в Гусь-Хрустальном во Владимирской области локализован на площади 2,4 тысячи квадратных метров.

Фото ГУМЧС РФ.","['Происшествия', 'Региональные новости', 'Культура']","['Происшествия', 'Пожары']"
8566,2020-04-13 13:00:34,2020,4,13,"Водителей без спецпропусков в Москве будут штрафовать на 5 тыс рублей, но машину забирать не будут, сообщил спикер гордумы","['Общество', 'Политика', 'Региональные новости']","['Общество', 'Ограничения']"
105692,2022-10-17 17:40:34,2022,10,17,"В Петербурге задержали водителя, сбившего мужчину на моноколесе. В соцсетях публикуют видео ДТП.","['Происшествия', 'Региональные новости']","['Происшествия', 'Дорожные']"
149560,2024-06-04 13:27:35,2024,6,4,"Истребитель Су-30МКИ ВВС Индии разбился в штате Махараштра, летчики успели катапультироваться, но получили травмы.

По данным местных СМИ, самолет проводил испытательный полет после капитального ремонта в компании Hindustan Aeronautics Limited.","['Происшествия', 'Технологии', 'Международные отношения']","['Происшествия', 'Авиационные']"
100878,2022-08-22 09:57:17,2022,8,22,"Медведь в ночь на понедельник бегал по улицам города Стрежевой на севере Томской области, власти заявляют, что в городе уже безопасно. Видео из соцсетей.","['Происшествия', 'Региональные новости', 'Общество']","['Происшествия', 'Животные']"
99055,2022-07-26 23:03:03,2022,7,26,"Впервые появившийся в Вашингтоне после завершения президентского срока Трамп говорит сторонникам, что страна быстро ""движется в ад"" и скоро от нее ничего не останется - и заверяет, что США ""поставили на колени"", так что им приходится умолять другие страны об энергоресурсах, пока инфляция и цены на бензин бьют рекорды, а в страну ""вторгаются"" ""миллионы"" незаконных мигрантов.","['Политика', 'Экономика', 'Общество', 'Международные отношения']","['Политика', 'Внутренняя политика']"
17683,2020-06-18 22:21:55,2020,6,18,"▪️Заявления, что пакт Молотова-Риббентропа положил начало войне, несправедливы, все ведущие страны в некоторой степени виноваты

▪️Призвал все страны открыть доступ к ранее неизвестным документам о войне и предвоенном периоде

▪️При этом, по его словам, документов, подтверждающих, что СССР намеревался начать превентивную войну против Германии, нет

▪️СССР и Красная Армия, что бы кто ни пытался доказать сегодня, сделали основной вклад в разгром нацизма

▪️Рассказал, что саммит «ядерной пятерки» СБ ООН был бы полезен для обсуждения многих важнейших мировых вопросов, и что другие страны поддержали инициативу Москвы о такой встрече

▪️Путин уверен, что такая встреча поможет найти ответы на современные вызовы и угрозы

▪️Высказался и о Сталине: многие претензии справедливы, но он видел, что Советский Союз хотят оставить один на один с Германией и хотел выиграть время

▪️Также, по его мнению, исторический реваншизм на Западе применительно к итогам Второй мировой войны угрожает принципам мирного развития

▪️Высказался о работе ООН: организация испытывает некоторые сложности и не так эффективна, но основные функции выполняет

▪️Считает безответственными призывы отменить право вето в СБ ООН и лишить постоянных членов особых возможностей

▪️Заявил, что созданную после Второй мировой войны систему предотвращения крупных конфликтов надо сохранить и улучшить","['Политика', 'Международные отношения', 'Общество']","['Политика', 'Внешняя политика']"
